Row ID	From country	To country	Jury Points	Televote Points
849	San Marino	France	0	0
850	San Marino	Poland	0	7
851	San Marino	Australia	0	5
852	San Marino	Cyprus	5	0
853	San Marino	Serbia	0	0
854	San Marino	Lithuania	0	8
855	San Marino	Croatia	0	0
856	San Marino	Russia	7	10
857	San Marino	Spain	0	0
858	San Marino	Latvia	0	6
859	San Marino	Ukraine	12	12
860	San Marino	Malta	3	0
861	San Marino	Georgia	6	0
862	San Marino	Austria	1	0
863	San Marino	United Kingdom	8	0
864	San Marino	Armenia	0	2
865	Serbia	Belgium	0	5
866	Serbia	Czech Republic	0	0
867	Serbia	The Netherlands	5	0
868	Serbia	Azerbaijan	0	0
869	Serbia	Hungary	0	10
870	Serbia	Italy	0	0
871	Serbia	Israel	7	0
872	Serbia	Bulgaria	4	8
873	Serbia	Sweden	0	1
874	Serbia	Germany	0	0
875	Serbia	France	0	0
876	Serbia	Poland	0	0
877	Serbia	Australia	6	6
878	Serbia	Cyprus	0	3
879	Serbia	Lithuania	8	0
880	Serbia	Croatia	0	4
881	Serbia	Russia	1	12
882	Serbia	Spain	0	0
883	Serbia	Latvia	0	0
884	Serbia	Ukraine	12	7
885	Serbia	Malta	10	0
886	Serbia	Georgia	0	0
887	Serbia	Austria	0	0
888	Serbia	United Kingdom	2	0
889	Serbia	Armenia	3	2
890	Slovenia	Belgium	8	0
891	Slovenia	Czech Republic	0	0
892	Slovenia	The Netherlands	1	0
893	Slovenia	Azerbaijan	0	0
894	Slovenia	Hungary	3	0
895	Slovenia	Italy	0	1
896	Slovenia	Israel	2	0
897	Slovenia	Bulgaria	10	2
898	Slovenia	Sweden	0	5
899	Slovenia	Germany	0	0
900	Slovenia	France	0	0
901	Slovenia	Poland	0	4
902	Slovenia	Australia	6	3
903	Slovenia	Cyprus	0	0
904	Slovenia	Serbia	5	12
905	Slovenia	Lithuania	0	0
906	Slovenia	Croatia	0	8
907	Slovenia	Russia	0	10
908	Slovenia	Spain	0	0
909	Slovenia	Latvia	7	0
910	Slovenia	Ukraine	12	7
911	Slovenia	Malta	0	0
912	Slovenia	Georgia	0	0
913	Slovenia	Austria	0	6
914	Slovenia	United Kingdom	0	0
915	Slovenia	Armenia	4	0
916	Spain	Belgium	0	0
917	Spain	Czech Republic	0	0
918	Spain	The Netherlands	3	0
919	Spain	Azerbaijan	2	0
920	Spain	Hungary	10	0
921	Spain	Italy	5	3
922	Spain	Israel	1	0
923	Spain	Bulgaria	0	12
924	Spain	Sweden	0	1
925	Spain	Germany	0	0
926	Spain	France	7	10
927	Spain	Poland	0	5
928	Spain	Australia	8	4
929	Spain	Cyprus	0	0
930	Spain	Serbia	0	0
931	Spain	Lithuania	0	0
932	Spain	Croatia	0	0
933	Spain	Russia	4	8
934	Spain	Latvia	0	0
935	Spain	Ukraine	0	7
936	Spain	Malta	6	0
937	Spain	Georgia	0	0
938	Spain	Austria	0	2
939	Spain	United Kingdom	0	0
940	Spain	Armenia	12	6
941	Sweden	Belgium	0	0
942	Sweden	Czech Republic	3	0
943	Sweden	The Netherlands	5	2
944	Sweden	Azerbaijan	10	0
945	Sweden	Hungary	0	0
946	Sweden	Italy	0	0
947	Sweden	Israel	0	0
948	Sweden	Bulgaria	0	4
949	Sweden	Germany	0	0
950	Sweden	France	8	3
951	Sweden	Poland	0	10
952	Sweden	Australia	12	12
953	Sweden	Cyprus	0	0
954	Sweden	Serbia	0	0
955	Sweden	Lithuania	2	6
956	Sweden	Croatia	0	0
957	Sweden	Russia	6	8
958	Sweden	Spain	1	1
959	Sweden	Latvia	0	0
960	Sweden	Ukraine	0	7
961	Sweden	Malta	7	0
962	Sweden	Georgia	0	0
963	Sweden	Austria	0	5
964	Sweden	United Kingdom	0	0
965	Sweden	Armenia	4	0
966	Switzerland	Belgium	10	0
967	Switzerland	Czech Republic	0	0
968	Switzerland	The Netherlands	5	0
969	Switzerland	Azerbaijan	0	0
970	Switzerland	Hungary	0	0
971	Switzerland	Italy	2	7
972	Switzerland	Israel	8	0
973	Switzerland	Bulgaria	1	0
974	Switzerland	Sweden	0	0
975	Switzerland	Germany	0	8
976	Switzerland	France	0	3
977	Switzerland	Poland	0	5
978	Switzerland	Australia	12	1
979	Switzerland	Cyprus	0	0
980	Switzerland	Serbia	0	12
981	Switzerland	Lithuania	7	0
982	Switzerland	Croatia	0	0
983	Switzerland	Russia	0	6
984	Switzerland	Spain	0	2
985	Switzerland	Latvia	3	0
986	Switzerland	Ukraine	6	4
987	Switzerland	Malta	0	0
988	Switzerland	Georgia	0	0
989	Switzerland	Austria	4	10
990	Switzerland	United Kingdom	0	0
991	Switzerland	Armenia	0	0
992	The Netherlands	Belgium	4	12
993	The Netherlands	Czech Republic	0	0
994	The Netherlands	Azerbaijan	1	0
995	The Netherlands	Hungary	0	0
996	The Netherlands	Italy	6	0
997	The Netherlands	Israel	7	0
998	The Netherlands	Bulgaria	0	1
999	The Netherlands	Sweden	10	2
1000	The Netherlands	Germany	0	0
1001	The Netherlands	France	5	4
1002	The Netherlands	Poland	0	10
1003	The Netherlands	Australia	12	5
1004	The Netherlands	Cyprus	0	0
1005	The Netherlands	Serbia	0	0
1006	The Netherlands	Lithuania	0	0
1007	The Netherlands	Croatia	0	0
1008	The Netherlands	Russia	0	3
1009	The Netherlands	Spain	0	0
1010	The Netherlands	Latvia	0	0
1011	The Netherlands	Ukraine	3	7
1012	The Netherlands	Malta	0	0
1013	The Netherlands	Georgia	0	0
1014	The Netherlands	Austria	8	6
1015	The Netherlands	United Kingdom	0	0
1016	The Netherlands	Armenia	2	8
1017	Ukraine	Belgium	10	0
1018	Ukraine	Czech Republic	0	0
1019	Ukraine	The Netherlands	0	0
1020	Ukraine	Azerbaijan	7	10
1021	Ukraine	Hungary	2	0
1022	Ukraine	Italy	0	0
1023	Ukraine	Israel	6	0
1024	Ukraine	Bulgaria	1	2
1025	Ukraine	Sweden	4	1
1026	Ukraine	Germany	0	0
1027	Ukraine	France	0	0
1028	Ukraine	Poland	0	8
1029	Ukraine	Australia	5	4
1030	Ukraine	Cyprus	0	0
1031	Ukraine	Serbia	0	0
1032	Ukraine	Lithuania	12	3
1033	Ukraine	Croatia	0	0
1034	Ukraine	Russia	0	12
1035	Ukraine	Spain	0	0
1036	Ukraine	Latvia	8	5
1037	Ukraine	Malta	0	0
1038	Ukraine	Georgia	3	6
1039	Ukraine	Austria	0	0
1040	Ukraine	United Kingdom	0	0
1041	Ukraine	Armenia	0	7
1042	United Kingdom	Belgium	0	0
1043	United Kingdom	Czech Republic	0	0
1044	United Kingdom	The Netherlands	0	0
1045	United Kingdom	Azerbaijan	0	0
1046	United Kingdom	Hungary	0	0
1047	United Kingdom	Italy	0	0
1048	United Kingdom	Israel	3	0
1049	United Kingdom	Bulgaria	5	8
1050	United Kingdom	Sweden	0	1
1051	United Kingdom	Germany	0	0
1052	United Kingdom	France	6	0
1053	United Kingdom	Poland	0	10
1054	United Kingdom	Australia	8	6
1055	United Kingdom	Cyprus	7	2
1056	United Kingdom	Serbia	2	0
1057	United Kingdom	Lithuania	4	12
1058	United Kingdom	Croatia	1	0
1059	United Kingdom	Russia	0	7
1060	United Kingdom	Spain	0	4
1061	United Kingdom	Latvia	0	3
1062	United Kingdom	Ukraine	10	5
1063	United Kingdom	Malta	0	0
1064	United Kingdom	Georgia	12	0
1065	United Kingdom	Austria	0	0
1066	United Kingdom	Armenia	0	0
